TeamID,SeedNum,Region,R64,R32,S16,E8,F4,Championship,AvgRound,PublicPickRate,R64_EV,R32_EV,S16_EV,E8_EV,F4_EV,Championship_EV,PoolScore,PoolRank,TeamName
1314,6,X,0.5352,0.1447,0.0306,0.0081,0.00185,0.0003,1.72075,0.55,6.316921139492718,3.4157641587615704,1.444677031901922,0.7648290168892528,0.34936634104817726,0.11330800250211151,12.404865690595754,33,North Carolina
1429,9,Z,0.44085,0.09695,0.0463,0.01215,0.00335,0.0007,1.6003,0.4,5.46825456986887,2.4051141229388087,2.2972002865820906,1.2056580337785054,0.6648484630712747,0.27784711889545805,12.318922595135009,34,Utah St
1433,11,X,0.4648,0.10635,0.0178,0.00355,0.0006,0.00015,1.59325,0.3,5.95154900326088,2.7235251140137464,0.9116830659039903,0.36364886336619845,0.12292355944772902,0.06146177972386451,10.134791385716406,35,VCU
1155,8,X,0.3594,0.07545,0.0296,0.0067,0.0014,0.0003,1.47285,0.45,4.385961308933422,1.8415179786256357,1.4449021117910887,0.6541110911486685,0.2733598589875032,0.11715422528035851,8.717006574766677,36,Clemson
1374,11,Y,0.27655,0.0998,0.0237,0.00575,0.0009,5e-05,1.40675,0.3,3.5410948297155698,2.555785673517366,1.2138701495463242,0.5890087223537016,0.18438533917159355,0.02048725990795484,8.10463197421251,37,SMU
1400,11,Z,0.30325,0.07995,0.02505,0.00485,0.00125,0.0001,1.41445,0.3,3.882975979429566,2.0474455370512366,1.283014651735672,0.4968160527679049,0.2560907488494355,0.04097451981590968,8.007317489649724,38,Texas
1387,9,Y,0.3512,0.0543,0.0167,0.00345,0.00065,0.0001,1.4264,0.4,4.356245899825217,1.3470623710735155,0.8285798009918123,0.3423473429247608,0.12900044805860553,0.03969244555649401,7.0429283084304055,39,St Louis
1378,11,W,0.2611,0.0752,0.02105,0.00405,0.0007,0.0002,1.3623,0.3,3.34326472622938,1.925802431347755,1.0781420526561234,0.4148670131360854,0.1434108193556839,0.08194903963181936,6.987436082356847,40,South Florida
1281,10,Z,0.3,0.06945,0.01485,0.00295,0.00035,0.0,1.3876,0.35,3.781264001831423,1.750725232847949,0.7486902723626218,0.2974594348107386,0.07058359470085324,0.0,6.648722536553586,41,Missouri
1395,9,W,0.31465,0.04765,0.0117,0.0041,0.00055,0.00015,1.3788,0.4,3.902883748234637,1.182090644229337,0.5805020162637249,0.4068475669540636,0.10915422528035854,0.059538668334741,6.241016869296861,42,TCU
1416,10,W,0.2776,0.06495,0.0148,0.0022,0.0001,0.0,1.35965,0.35,3.4989296230280105,1.637287312793006,0.7461694296947343,0.22183415477411017,0.020166741343100925,0.0,6.124387261632962,43,UCF
1270,12,X,0.2302,0.0752,0.00895,0.00135,0.0003,0.0001,1.3161,0.28,2.9660503626643453,1.937853929386262,0.46127108159593205,0.13915440450380076,0.061846402001689206,0.04123093466779281,5.6074071148198215,44,McNeese
1401,10,X,0.2014,0.03,0.00845,0.0018,0.0003,5e-05,1.242,0.35,2.5384885665628283,0.7562528003662846,0.42602241087300696,0.1815006720879083,0.06050022402930277,0.020166741343100925,3.9829314152624318,45,Texas A&M
1219,12,Z,0.18485,0.0432,0.0063,0.0012,0.0001,0.0,1.23565,0.28,2.3817307104192187,1.113235236030406,0.32469361050886836,0.12369280400337841,0.020615467333896405,0.0,3.9639678282957678,46,High Point
1103,12,Y,0.16985,0.0419,0.00815,0.00115,0.00015,0.0,1.2212,0.28,2.1884607041639406,1.079735101612824,0.4200401469281392,0.11853893716990432,0.030923201000844603,0.0,3.837698090875653,47,Akron
1407,13,X,0.185,0.0334,0.003,0.00025,0.0,0.0,1.22165,0.12,2.5022552794777213,0.9035170414546582,0.16230845056071705,0.02705140842678618,0.0,0.0,3.595132179919883,48,Troy
1320,12,W,0.11805,0.0269,0.00255,0.0005,0.0001,0.0,1.1481,0.28,1.5210349492290443,0.6931950891022667,0.1314236042535896,0.051538668334741015,0.020615467333896405,0.0,2.4178077782535383,49,Northern Iowa
1220,13,Y,0.115,0.01815,0.0029,0.00015,5e-05,0.0,1.13625,0.12,1.5554559845402054,0.4909830629461691,0.15689816887535982,0.016230845056071704,0.010820563370714471,0.0,2.23038862478852,50,Hofstra
1398,15,Y,0.1184,0.0136,0.0012,5e-05,0.0,0.0,1.13325,0.04,1.6393927769444454,0.37661725956831843,0.06646186933558561,0.0055384891112988015,0.0,0.0,2.0880103949596482,51,Tennessee St
1465,13,W,0.1204,0.01305,0.0013,0.0002,0.0,0.0,1.13495,0.12,1.6284947872925277,0.3530208799695596,0.07033366190964406,0.021641126741428943,0.0,0.0,2.0734904559131606,52,Cal Baptist
1335,14,X,0.1071,0.0154,0.0011,0.0001,0.0,0.0,1.1237,0.08,1.4657666904023268,0.42152767567125743,0.06021823938160821,0.010948770796656036,0.0,0.0,1.9584613762518484,53,Penn
1218,13,Z,0.111,0.01445,0.0012,0.0,0.0,0.0,1.12665,0.12,1.501353167686633,0.39089285176706023,0.06492338022428681,0.0,0.0,0.0,1.95716939967798,54,Hawaii
1460,14,Y,0.1018,0.0094,0.0015,0.0001,0.0,0.0,1.1128,0.08,1.3932310838744808,0.25729611372141686,0.08211578097492027,0.010948770796656036,0.0,0.0,1.743591749367474,55,Wright St
1474,15,Z,0.08305,0.0128,0.0007,5e-05,0.0,0.0,1.0966,0.04,1.1499288017334137,0.3544633031231233,0.03876942377909161,0.0055384891112988015,0.0,0.0,1.5487000177469274,56,Queens NC
1202,15,W,0.0842,0.0104,0.00105,0.0001,0.0,0.0,1.09575,0.04,1.1658519579283977,0.2880014337875377,0.05815413566863741,0.011076978222597603,0.0,0.0,1.5230845056071705,57,Furman
1295,14,W,0.0803,0.01025,0.00165,0.0001,0.0,0.0,1.0923,0.08,1.0989828687143497,0.280562251664311,0.09032735907241231,0.010948770796656036,0.0,0.0,1.480821250247729,58,N Dakota St
1244,14,Z,0.0865,0.00805,0.001,5e-05,5e-05,0.0,1.09565,0.08,1.1838358423884339,0.22034401228270276,0.05474385398328019,0.005474385398328018,0.010948770796656036,0.0,1.475346864849401,59,Kennesaw
1420,16,Y,0.06295,0.0085,0.0004,5e-05,0.0,0.0,1.0719,0.02,0.8766638848050375,0.23674799113082823,0.022282163871136774,0.005570540967784194,0.0,0.0,1.1412645807747868,60,UMBC
1373,16,W,0.05415,0.00605,0.00085,0.0001,0.0,0.0,1.06115,0.02,0.7541119835137852,0.16850886427547185,0.04734959822616564,0.011141081935568387,0.0,0.0,0.9811115279509911,61,Siena
1225,15,X,0.04885,0.00685,0.00065,5e-05,0.0,0.0,1.0564,0.04,0.6763879827173661,0.18969325206198395,0.03600017922344221,0.0055384891112988015,0.0,0.0,0.9076199031140911,62,Idaho
1254,16,Z,0.0493,0.00505,0.0006,0.0,0.0,0.0,1.05495,0.02,0.6865691742794019,0.14065615943655088,0.03342324580670516,0.0,0.0,0.0,0.8606485795226579,63,LIU Brooklyn
1341,16,X,0.04275,0.00405,0.0003,0.0,0.0,0.0,1.0471,0.02,0.5953515659319357,0.1128034545976299,0.01671162290335258,0.0,0.0,0.0,0.7248666434329182,64,Prairie View
1275,11,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65,Miami OH
1301,11,Z,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,NC State
1250,16,X,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,Lehigh
1224,16,Y,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68,Howard
